Human	Chimpanzee	Gorilla	Orangutan	Macaque	Mouse	Opossum	Platypus	Chicken
ENSG00000197142:3884	ENSPTRG00000002946:3347	ENSGGOG00000004598:3351	ENSPPYG00000002657:1950	ENSMMUG00000001155:3621	ENSMUSG00000024981:2578	ENSMODG00000010262:2052	ENSOANG00000001583:2105	ENSGALG00000008840:2624
ENSG00000124126:6754	ENSPTRG00000013594:4508	ENSGGOG00000008023:6577	ENSPPYG00000011107:4368	ENSMMUG00000015072:4911	ENSMUSG00000039621:7025	ENSMODG00000016258:4827	ENSOANG00000000561:5087	ENSGALG00000004621:5326
ENSG00000163291:4755	ENSPTRG00000016204:4753	ENSGGOG00000007996:1691	ENSPPYG00000014874:936	ENSMMUG00000014501:1658	ENSMUSG00000055725:3778	ENSMODG00000020805:951	ENSOANG00000003567:756	ENSGALG00000010886:1346
ENSG00000151500:1321	ENSPTRG00000004495:1016	ENSGGOG00000006804:1009	ENSPPYG00000004078:687	ENSMMUG00000007106:1198	ENSMUSG00000035443:926	ENSMODG00000005424:621	ENSOANG00000009003:843	ENSGALG00000001529:1072
ENSG00000112787:4545	ENSPTRG00000005650:2004	ENSGGOG00000009523:4368	ENSPPYG00000005141:1860	ENSMMUG00000017026:753	ENSMUSG00000043323:5789	ENSMODG00000015281:2301	ENSOANG00000013855:2754	ENSGALG00000002205:2982
ENSG00000125871:2336	ENSPTRG00000013279:2118	ENSGGOG00000008966:2176	ENSPPYG00000010731:1029	ENSMMUG00000011479:2197	ENSMUSG00000027424:3348	ENSMODG00000005495:1029	ENSOANG00000001249:1136	ENSGALG00000008698:1321
ENSG00000136280:2806	ENSPTRG00000019156:1985	ENSGGOG00000000829:1188	ENSPPYG00000017581:1401	ENSMMUG00000001799:2463	ENSMUSG00000000378:2220	ENSMODG00000010607:1344	ENSOANG00000015753:1086	ENSGALG00000005612:1511
ENSG00000170166:1301	ENSPTRG00000012671:1298	ENSGGOG00000001345:1300	ENSPPYG00000012962:675	ENSMMUG00000023506:1104	ENSMUSG00000042464:2560	ENSMODG00000009598:717	ENSOANG00000008617:720	ENSGALG00000023419:1350
ENSG00000118263:9039	ENSPTRG00000012850:1890	ENSGGOG00000009338:1900	ENSPPYG00000013114:909	ENSMMUG00000000190:2095	ENSMUSG00000025959:7745	ENSMODG00000015982:967	ENSOANG00000009359:795	ENSGALG00000008501:876
ENSG00000105583:861	ENSPTRG00000010531:2567	ENSGGOG00000013381:2477	ENSPPYG00000009598:321	ENSMMUG00000016866:837	ENSMUSG00000059355:922	ENSMODG00000006770:318	ENSOANG00000013178:321	ENSGALG00000007858:264
ENSG00000103540:5591	ENSPTRG00000007834:3059	ENSGGOG00000005644:4340	ENSPPYG00000007149:3043	ENSMMUG00000013334:3053	ENSMUSG00000033904:5083	ENSMODG00000006278:3083	ENSOANG00000003217:3061	ENSGALG00000006925:3488
ENSG00000111110:6462	ENSPTRG00000005165:6196	ENSGGOG00000003829:5623	ENSPPYG00000004720:1497	ENSMMUG00000011952:2026	ENSMUSG00000034613:3090	ENSMODG00000014325:1560	ENSOANG00000014788:1152	ENSGALG00000009805:1455
ENSG00000078596:1832	ENSPTRG00000022057:543	ENSGGOG00000026998:1827	ENSPPYG00000020503:792	ENSMMUG00000003564:1645	ENSMUSG00000031239:1744	ENSMODG00000004233:786	ENSOANG00000007068:681	ENSGALG00000004107:1757
ENSG00000187796:2147	ENSPTRG00000021551:2126	ENSGGOG00000010874:2122	ENSPPYG00000019770:1650	ENSMMUG00000003084:2106	ENSMUSG00000026928:1880	ENSMODG00000017562:1621	ENSOANG00000000626:639	ENSGALG00000001889:1714
ENSG00000204634:4191	ENSPTRG00000030399:3202	ENSGGOG00000005459:4147	ENSPPYG00000012102:2694	ENSMMUG00000009874:2703	ENSMUSG00000003134:4423	ENSMODG00000001724:3417	ENSOANG00000004625:3264	ENSGALG00000016776:3226
ENSG00000151746:3592	ENSPTRG00000004815:3592	ENSGGOG00000016457:3364	ENSPPYG00000004403:5882	ENSMMUG00000007395:7594	ENSMUSG00000003452:9971	ENSMODG00000012717:2933	ENSOANG00000009743:1236	ENSGALG00000012934:2721
ENSG00000135773:2593	ENSPTRG00000002097:2362	ENSGGOG00000012858:2362	ENSPPYG00000000119:2040	ENSMMUG00000005882:2076	ENSMUSG00000031981:2330	ENSMODG00000009241:2160	ENSOANG00000013738:2070	ENSGALG00000011136:2542
ENSG00000104408:1507	ENSPTRG00000020505:1323	ENSGGOG00000022955:1529	ENSPPYG00000018819:1496	ENSMMUG00000011359:2224	ENSMUSG00000022336:1541	ENSMODG00000005232:1407	ENSOANG00000002269:1212	ENSGALG00000016093:1477
ENSG00000160224:3093	ENSPTRG00000013974:2515	ENSGGOG00000005672:2154	ENSPPYG00000011482:1335	ENSMMUG00000004168:1650	ENSMUSG00000000731:2004	ENSMODG00000011425:1608	ENSOANG00000015583:1641	ENSGALG00000001327:1955
ENSG00000100426:5257	ENSPTRG00000014522:3516	ENSGGOG00000009913:5114	ENSPPYG00000011967:3516	ENSMMUG00000018833:5116	ENSMUSG00000034333:5373	ENSMODG00000025433:3525	ENSOANG00000003993:864	ENSGALG00000008547:3519
ENSG00000141425:4562	ENSPTRG00000009974:1974	ENSGGOG00000007369:1849	ENSPPYG00000009111:4385	ENSMMUG00000018777:4556	ENSMUSG00000040446:4297	ENSMODG00000000399:956	ENSOANG00000001746:987	ENSGALG00000013129:3039
ENSG00000086717:2898	ENSPTRG00000021714:1871	ENSGGOG00000003393:2118	ENSPPYG00000020168:2875	ENSMMUG00000005066:2668	ENSMUSG00000062168:2891	ENSMODG00000017134:1614	ENSOANG00000004036:2136	ENSGALG00000016522:2096
ENSG00000185736:3937	ENSPTRG00000002241:2523	ENSGGOG00000003165:3199	ENSPPYG00000002042:2236	ENSMMUG00000017120:2320	ENSMUSG00000052551:9670	ENSMODG00000006359:2139	ENSOANG00000006089:2140	ENSGALG00000006797:2238
ENSG00000106511:2357	ENSPTRG00000018946:2356	ENSGGOG00000006252:2362	ENSPPYG00000017769:912	ENSMMUG00000004976:2259	ENSMUSG00000036144:2348	ENSMODG00000001656:909	ENSOANG00000004095:402	ENSGALG00000010794:1893
ENSG00000170881:3299	ENSPTRG00000020567:3296	ENSGGOG00000000693:3299	ENSPPYG00000018867:2269	ENSMMUG00000015491:2494	ENSMUSG00000037075:2276	ENSMODG00000001847:2010	ENSOANG00000014087:1812	ENSGALG00000016338:1812
ENSG00000101290:9298	ENSPTRG00000013223:2729	ENSGGOG00000012340:2706	ENSPPYG00000010794:1206	ENSMMUG00000013261:2387	ENSMUSG00000058793:9057	ENSMODG00000011674:1275	ENSOANG00000019761:743	ENSGALG00000000165:1549
ENSG00000151067:14335	ENSPTRG00000004526:7182	ENSGGOG00000002738:13098	ENSPPYG00000004147:7807	ENSMMUG00000012988:7157	ENSMUSG00000051331:8898	ENSMODG00000018433:6699	ENSOANG00000015362:1413	ENSGALG00000013022:4998
ENSG00000177225:4401	ENSPTRG00000003133:773	ENSGGOG00000010750:1216	ENSPPYG00000002881:942	ENSMMUG00000007511:765	ENSMUSG00000051007:1508	ENSMODG00000019666:702	ENSOANG00000009139:597	ENSGALG00000005133:1103
ENSG00000102890:2531	ENSPTRG00000008220:2511	ENSGGOG00000011935:2511	ENSPPYG00000007446:2316	ENSMMUG00000020259:1815	ENSMUSG00000014791:3189	ENSMODG00000006128:2318	ENSOANG00000015197:2250	ENSGALG00000001759:2254
ENSG00000174842:2030	ENSPTRG00000000959:2030	ENSGGOG00000006658:2051	ENSPPYG00000001155:1785	ENSMMUG00000010095:1996	ENSMUSG00000029276:2349	ENSMODG00000011826:1815	ENSOANG00000013370:1925	ENSGALG00000005959:2446
ENSG00000173548:8008	ENSPTRG00000007304:1821	ENSGGOG00000015978:3140	ENSPPYG00000006665:4346	ENSMMUG00000016106:3213	ENSMUSG00000032733:4564	ENSMODG00000008837:1729	ENSOANG00000005085:222	ENSGALG00000001675:873
ENSG00000131725:4335	ENSPTRG00000033674:1043	ENSGGOG00000003190:3324	ENSPPYG00000020659:2709	ENSMMUG00000011497:4199	ENSMUSG00000036769:4202	ENSMODG00000011281:2721	ENSOANG00000000753:2130	ENSGALG00000005997:3788
ENSG00000155926:3616	ENSPTRG00000020601:2824	ENSGGOG00000013765:3458	ENSPPYG00000018893:831	ENSMMUG00000010197:3070	ENSMUSG00000022372:2747	ENSMODG00000001164:867	ENSOANG00000010066:837	ENSGALG00000016234:2050
ENSG00000109736:1777	ENSPTRG00000015851:1161	ENSGGOG00000007420:1406	ENSPPYG00000014548:1266	ENSMMUG00000008383:1164	ENSMUSG00000001082:1988	ENSMODG00000003757:1398	ENSOANG00000001782:1091	ENSGALG00000015652:2030
ENSG00000111344:3138	ENSPTRG00000005481:2151	ENSGGOG00000010388:3131	ENSPPYG00000004981:2349	ENSMMUG00000021793:2238	ENSMUSG00000029602:3350	ENSMODG00000003383:3729	ENSOANG00000004409:1449	ENSGALG00000008150:1542
ENSG00000146242:6484	ENSPTRG00000018376:2224	ENSGGOG00000004297:2412	ENSPPYG00000016800:1263	ENSMMUG00000005196:2353	ENSMUSG00000035274:2608	ENSMODG00000018403:1308	ENSOANG00000001283:165	ENSGALG00000015861:165
ENSG00000151468:3681	ENSPTRG00000002297:2704	ENSGGOG00000015404:2730	ENSPPYG00000002094:2592	ENSMMUG00000007820:3631	ENSMUSG00000026676:2670	ENSMODG00000016837:828	ENSOANG00000015416:874	ENSGALG00000017722:447
ENSG00000116691:1573	ENSPTRG00000000160:1587	ENSGGOG00000000196:1080	ENSPPYG00000001872:1167	ENSMMUG00000032248:1170	ENSMUSG00000029022:2123	ENSMODG00000010745:1444	ENSOANG00000019970:684	ENSGALG00000023653:1089
ENSG00000124226:2452	ENSPTRG00000013613:2464	ENSGGOG00000028049:459	ENSPPYG00000011121:687	ENSMMUG00000000757:2442	ENSMUSG00000006418:3356	ENSMODG00000016308:690	ENSOANG00000008682:2266	ENSGALG00000008021:2531
ENSG00000116729:3126	ENSPTRG00000000845:2297	ENSGGOG00000015460:2206	ENSPPYG00000001251:1617	ENSMMUG00000022908:2447	ENSMUSG00000028173:3304	ENSMODG00000000754:1626	ENSOANG00000007764:1605	ENSGALG00000011238:3165
ENSG00000128266:3340	ENSPTRG00000014135:3156	ENSGGOG00000016405:3144	ENSPPYG00000011618:1050	ENSMMUG00000001776:3159	ENSMUSG00000040009:2435	ENSMODG00000010036:1108	ENSOANG00000005379:735	ENSGALG00000006719:1086
ENSG00000120697:1281	ENSPTRG00000005789:1127	ENSGGOG00000003094:1209	ENSPPYG00000005286:975	ENSMMUG00000003585:1104	ENSMUSG00000036632:1471	ENSMODG00000010043:984	ENSOANG00000015498:1113	ENSGALG00000017049:1116
ENSG00000104671:1030	ENSPTRG00000020134:1030	ENSGGOG00000013074:537	ENSPPYG00000018486:965	ENSMMUG00000013735:1046	ENSMUSG00000031516:1750	ENSMODG00000019010:573	ENSOANG00000004843:850	ENSGALG00000010298:791
ENSG00000126821:3289	ENSPTRG00000006428:3233	ENSGGOG00000005161:3325	ENSPPYG00000005893:1326	ENSMMUG00000023556:3055	ENSMUSG00000021054:3249	ENSMODG00000009061:1329	ENSOANG00000009100:1307	ENSGALG00000011825:960
ENSG00000152942:3558	ENSPTRG00000016950:2992	ENSGGOG00000015549:2576	ENSPPYG00000015528:3775	ENSMMUG00000014881:3785	ENSMUSG00000021635:2846	ENSMODG00000019420:2067	ENSOANG00000001617:2776	ENSGALG00000015571:2765
ENSG00000148690:3344	ENSPTRG00000002770:2647	ENSGGOG00000010770:1122	ENSPPYG00000002495:948	ENSMMUG00000014715:1001	ENSMUSG00000054237:1402	ENSMODG00000005791:942	ENSOANG00000008963:942	ENSGALG00000006622:1230
ENSG00000205363:1333	ENSPTRG00000030242:1313	ENSGGOG00000013937:1321	ENSPPYG00000006627:882	ENSMMUG00000002334:840	ENSMUSG00000066607:2139	ENSMODG00000025259:885	ENSOANG00000010445:645	ENSGALG00000001716:846
ENSG00000160294:6785	ENSPTRG00000014019:6117	ENSGGOG00000015716:6109	ENSPPYG00000011532:5943	ENSMMUG00000022331:6091	ENSMUSG00000001150:6423	ENSMODG00000008187:6111	ENSOANG00000013563:4649	ENSGALG00000004363:5316
ENSG00000160967:15483	ENSPTRG00000019531:5227	ENSGGOG00000016960:2991	ENSPPYG00000017452:5399	ENSMMUG00000021461:5884	ENSMUSG00000029705:7192	ENSMODG00000013581:4137	ENSOANG00000010906:855	ENSGALG00000001807:2916
ENSG00000119943:2028	ENSPTRG00000002824:2019	ENSGGOG00000002504:2073	ENSPPYG00000002547:1827	ENSMMUG00000020603:2075	ENSMUSG00000060224:3119	ENSMODG00000003692:1743	ENSOANG00000003471:1676	ENSGALG00000007014:1947
ENSG00000067369:6788	ENSPTRG00000006994:6212	ENSGGOG00000002588:5993	ENSPPYG00000006414:6105	ENSMMUG00000017078:6373	ENSMUSG00000043909:9939	ENSMODG00000017806:5895	ENSOANG00000021844:1959	ENSGALG00000008521:6339
ENSG00000104660:3159	ENSPTRG00000020132:2686	ENSGGOG00000012811:2835	ENSPPYG00000018484:2704	ENSMMUG00000014144:398	ENSMUSG00000031513:2879	ENSMODG00000019011:405	ENSOANG00000011277:396	ENSGALG00000024482:1329
ENSG00000173578:5403	ENSPTRG00000030255:1251	ENSGGOG00000028177:1359	ENSPPYG00000013938:1002	ENSMMUG00000023584:1194	ENSMUSG00000060509:4453	ENSMODG00000024025:1002	ENSOANG00000006789:1005	ENSGALG00000011735:1008
ENSG00000198727:1141	ENSPTRG00000028129:1141	ENSGGOG00000024015:1141	ENSPPYG00000020974:1141	ENSMMUG00000028670:1141	ENSMUSG00000064370:1144	ENSMODG00000021591:1149	ENSOANG00000019359:1140	ENSGALG00000018360:1143
ENSG00000077549:3013	ENSPTRG00000000268:2343	ENSGGOG00000003982:1779	ENSPPYG00000001789:1214	ENSMMUG00000006894:1703	ENSMUSG00000028745:2396	ENSMODG00000015888:928	ENSOANG00000015343:1737	ENSGALG00000004034:1417
ENSG00000126249:1155	ENSPTRG00000010817:1155	ENSGGOG00000022933:1155	ENSPPYG00000009836:1077	ENSMMUG00000005883:1080	ENSMUSG00000002635:1295	ENSMODG00000011939:1095	ENSOANG00000009573:1119	ENSGALG00000005010:1066
ENSG00000204033:3008	ENSPTRG00000029854:3097	ENSGGOG00000012781:2353	ENSPPYG00000002277:1653	ENSMMUG00000000659:1653	ENSMUSG00000043418:2781	ENSMODG00000001718:1644	ENSOANG00000014861:2017	ENSGALG00000002307:1707
ENSG00000175274:3996	ENSPTRG00000003532:1476	ENSGGOG00000006941:1476	ENSPPYG00000003334:3258	ENSMMUG00000000369:879	ENSMUSG00000068735:2838	ENSMODG00000019873:570	ENSOANG00000003201:570	ENSGALG00000014069:567
ENSG00000148602:2228	ENSPTRG00000002694:2298	ENSGGOG00000012795:2304	ENSPPYG00000002276:1872	ENSMMUG00000000660:2040	ENSMUSG00000041044:4325	ENSMODG00000001729:1908	ENSOANG00000013225:1230	ENSGALG00000002303:1880
ENSG00000162599:10251	ENSPTRG00000000802:3146	ENSGGOG00000027445:9225	ENSPPYG00000001290:2824	ENSMMUG00000013840:4312	ENSMUSG00000028565:9872	ENSMODG00000002475:1596	ENSOANG00000013443:1023	ENSGALG00000010924:2320
ENSG00000031698:1946	ENSPTRG00000001043:1961	ENSGGOG00000001752:1876	ENSPPYG00000001080:1824	ENSMMUG00000021837:1326	ENSMUSG00000068739:3653	ENSMODG00000002154:1614	ENSOANG00000009192:1420	ENSGALG00000000536:599
ENSG00000187688:2848	ENSPTRG00000008812:2806	ENSGGOG00000000273:2274	ENSPPYG00000008017:2689	ENSMMUG00000015614:2274	ENSMUSG00000018507:3080	ENSMODG00000011239:2250	ENSOANG00000012689:2891	ENSGALG00000004519:2443
ENSG00000103034:4071	ENSPTRG00000008181:3798	ENSGGOG00000009535:3563	ENSPPYG00000007408:3140	ENSMMUG00000014618:1495	ENSMUSG00000036564:2961	ENSMODG00000014164:1038	ENSOANG00000012111:1065	ENSGALG00000000874:1719
ENSG00000188895:4339	ENSPTRG00000009114:3881	ENSGGOG00000011859:4230	ENSPPYG00000008468:3666	ENSMMUG00000022315:3674	ENSMUSG00000052915:5402	ENSMODG00000013039:1866	ENSOANG00000010815:954	ENSGALG00000013507:1255
ENSG00000164930:3747	ENSPTRG00000020490:3746	ENSGGOG00000015768:3630	ENSPPYG00000018806:3667	ENSMMUG00000019399:5091	ENSMUSG00000022297:4062	ENSMODG00000005621:2139	ENSOANG00000008078:1788	ENSGALG00000016069:3646
ENSG00000122042:4411	ENSPTRG00000005751:2357	ENSGGOG00000023146:3352	ENSPPYG00000005251:354	ENSMMUG00000003771:327	ENSMUSG00000001687:2312	ENSMODG00000009207:360	ENSOANG00000009075:429	ENSGALG00000017084:2174
ENSG00000118503:4865	ENSPTRG00000018644:4422	ENSGGOG00000003334:4417	ENSPPYG00000017042:2373	ENSMMUG00000008869:4556	ENSMUSG00000019850:4886	ENSMODG00000017417:2376	ENSOANG00000014797:2402	ENSGALG00000013861:2564
ENSG00000079102:4140	ENSPTRG00000020416:3680	ENSGGOG00000002874:3174	ENSPPYG00000018741:3420	ENSMMUG00000023115:2706	ENSMUSG00000006586:6312	ENSMODG00000007500:2720	ENSOANG00000001913:1921	ENSGALG00000015926:2513
ENSG00000136897:3332	ENSPTRG00000021199:1002	ENSGGOG00000009431:1031	ENSPPYG00000019451:3409	ENSMMUG00000023794:1008	ENSMUSG00000044018:2114	ENSMODG00000022960:420	ENSOANG00000004770:480	ENSGALG00000015543:492
ENSG00000168610:4974	ENSPTRG00000009200:3103	ENSGGOG00000017110:1938	ENSPPYG00000008392:2595	ENSMMUG00000010707:3109	ENSMUSG00000004040:6228	ENSMODG00000014853:2331	ENSOANG00000020401:582	ENSGALG00000003267:2540
ENSG00000185619:6588	ENSPTRG00000015813:1136	ENSGGOG00000008926:1415	ENSPPYG00000014508:1683	ENSMMUG00000012624:744	ENSMUSG00000033623:9008	ENSMODG00000005677:747	ENSOANG00000006514:758	ENSGALG00000015333:1213
ENSG00000155561:6296	ENSPTRG00000019728:6229	ENSGGOG00000011519:6280	ENSPPYG00000018027:6015	ENSMMUG00000016384:6249	ENSMUSG00000038759:6405	ENSMODG00000014060:6051	ENSOANG00000005007:6225	ENSGALG00000011662:6402
ENSG00000167508:1823	ENSPTRG00000008459:1128	ENSGGOG00000012548:1681	ENSPPYG00000007642:996	ENSMMUG00000014326:1877	ENSMUSG00000006517:1721	ENSMODG00000004189:1197	ENSOANG00000011366:1921	ENSGALG00000007267:1316
ENSG00000136244:2599	ENSPTRG00000018979:1118	ENSGGOG00000005335:1793	ENSPPYG00000017740:639	ENSMMUG00000019983:1466	ENSMUSG00000025746:1105	ENSMODG00000001265:633	ENSOANG00000022300:512	ENSGALG00000010915:1186
ENSG00000164330:5250	ENSPTRG00000017477:2574	ENSGGOG00000000033:5087	ENSPPYG00000015995:1776	ENSMMUG00000021696:1263	ENSMUSG00000057098:5984	ENSMODG00000008198:1796	ENSOANG00000012338:2253	ENSGALG00000003699:1801
ENSG00000141295:1832	ENSPTRG00000009339:1254	ENSGGOG00000004547:1566	ENSPPYG00000008883:1278	ENSMMUG00000003012:2094	ENSMUSG00000020877:1812	ENSMODG00000012467:1343	ENSOANG00000001540:1275	ENSGALG00000011945:730
ENSG00000154342:2932	ENSPTRG00000002064:912	ENSGGOG00000006562:1157	ENSPPYG00000000150:1158	ENSMMUG00000004904:1840	ENSMUSG00000009900:2761	ENSMODG00000013810:989	ENSOANG00000003733:696	ENSGALG00000005396:2151
ENSG00000164638:3006	ENSPTRG00000018884:1122	ENSGGOG00000011862:1185	ENSPPYG00000017331:2718	ENSMMUG00000008219:2692	ENSMUSG00000050822:2722	ENSMODG00000000979:1272	ENSOANG00000006568:1614	ENSGALG00000010497:1546
ENSG00000166147:11688	ENSPTRG00000007046:9289	ENSGGOG00000003292:11629	ENSPPYG00000006455:10212	ENSMMUG00000004239:9728	ENSMUSG00000027204:12004	ENSMODG00000002675:8086	ENSOANG00000012937:7955	ENSGALG00000004960:8774
ENSG00000165716:2704	ENSPTRG00000021565:1596	ENSGGOG00000016071:1947	ENSPPYG00000019781:1098	ENSMMUG00000032136:1299	ENSMUSG00000036186:1622	ENSMODG00000017604:1296	ENSOANG00000005830:1360	ENSGALG00000002437:1399
ENSG00000177425:1949	ENSPTRG00000005250:1950	ENSGGOG00000010093:937	ENSPPYG00000004795:1668	ENSMMUG00000015179:1899	ENSMUSG00000035873:1828	ENSMODG00000020468:1059	ENSOANG00000004728:156	ENSGALG00000010320:1337
ENSG00000107186:8609	ENSPTRG00000020776:7349	ENSGGOG00000005514:6361	ENSPPYG00000019216:6488	ENSMMUG00000019388:6219	ENSMUSG00000028402:7585	ENSMODG00000015042:6288	ENSOANG00000013531:7283	ENSGALG00000005846:6000
ENSG00000136816:2781	ENSPTRG00000023109:1023	ENSGGOG00000013351:999	ENSPPYG00000019683:1011	ENSMMUG00000003793:1011	ENSMUSG00000026848:3039	ENSMODG00000006789:1048	ENSOANG00000002550:1077	ENSGALG00000004180:1243
ENSG00000129159:8365	ENSPTRG00000003407:1574	ENSGGOG00000015717:1753	ENSPPYG00000003448:1536	ENSMMUG00000006403:1568	ENSMUSG00000058975:13110	ENSMODG00000006734:1785	ENSOANG00000003052:1296	ENSGALG00000006220:1536
ENSG00000036565:2969	ENSPTRG00000020039:2761	ENSGGOG00000003882:2957	ENSPPYG00000018402:1482	ENSMMUG00000019999:2973	ENSMUSG00000036330:3115	ENSMODG00000009840:1569	ENSOANG00000010571:1325	ENSGALG00000001693:1569
ENSG00000099860:1363	ENSPTRG00000024024:1366	ENSGGOG00000028478:1360	ENSPPYG00000009354:369	ENSMMUG00000003468:1367	ENSMUSG00000015312:803	ENSMODG00000004843:483	ENSOANG00000013858:502	ENSGALG00000000212:345
ENSG00000114745:4181	ENSPTRG00000014766:3724	ENSGGOG00000024764:3050	ENSPPYG00000014000:1332	ENSMMUG00000020144:3103	ENSMUSG00000032513:2536	ENSMODG00000013443:1248	ENSOANG00000009845:936	ENSGALG00000006033:2595
ENSG00000139304:7556	ENSPTRG00000005259:402	ENSGGOG00000011494:5685	ENSPPYG00000004798:402	ENSMMUG00000011664:402	ENSMUSG00000035916:7162	ENSMODG00000020476:6906	ENSOANG00000004855:6900	ENSGALG00000010935:7049
ENSG00000197969:18295	ENSPTRG00000021041:11376	ENSGGOG00000022591:10722	ENSPPYG00000019309:9357	ENSMMUG00000019754:9863	ENSMUSG00000046230:9952	ENSMODG00000012902:9446	ENSOANG00000003028:4459	ENSGALG00000015170:9024
ENSG00000164603:4059	ENSPTRG00000019605:3944	ENSGGOG00000027197:3942	ENSPPYG00000017921:3906	ENSMMUG00000015547:3627	ENSMUSG00000042742:1168	ENSMODG00000015894:1200	ENSOANG00000003544:1062	ENSGALG00000009440:3725
ENSG00000117676:3574	ENSPTRG00000000387:3112	ENSGGOG00000002930:3245	ENSPPYG00000001681:3170	ENSMMUG00000022111:3380	ENSMUSG00000003644:3457	ENSMODG00000014283:2121	ENSOANG00000015078:2288	ENSGALG00000000366:3365
ENSG00000146535:5388	ENSPTRG00000018870:4190	ENSGGOG00000009488:4231	ENSPPYG00000017322:3907	ENSMMUG00000006460:3440	ENSMUSG00000000149:3416	ENSMODG00000000192:1083	ENSOANG00000004326:927	ENSGALG00000004368:1116
ENSG00000143786:2558	ENSPTRG00000002027:2574	ENSGGOG00000000242:2548	ENSPPYG00000000181:1563	ENSMMUG00000010335:2578	ENSMUSG00000026514:2708	ENSMODG00000005244:525	ENSOANG00000001460:480	ENSGALG00000009308:737
ENSG00000239305:3477	ENSPTRG00000012157:3343	ENSGGOG00000006961:4934	ENSPPYG00000012210:2058	ENSMMUG00000015778:3448	ENSMUSG00000052656:3538	ENSMODG00000009480:2031	ENSOANG00000010359:1777	ENSGALG00000015809:2607
ENSG00000126218:1873	ENSPTRG00000006050:1534	ENSGGOG00000014085:1534	ENSPPYG00000005520:1524	ENSMMUG00000001038:1520	ENSMUSG00000031444:2731	ENSMODG00000003988:1476	ENSOANG00000015639:1627	ENSGALG00000019132:1341
ENSG00000144040:4140	ENSPTRG00000012056:1609	ENSGGOG00000005256:4128	ENSPPYG00000012302:1023	ENSMMUG00000002300:1606	ENSMUSG00000033720:4719	ENSMODG00000019174:963	ENSOANG00000021070:453	ENSGALG00000016094:1427
ENSG00000158458:3212	ENSPTRG00000017306:2731	ENSGGOG00000008570:2199	ENSPPYG00000015847:1403	ENSMMUG00000010301:3275	ENSMUSG00000060275:3088	ENSMODG00000011737:2106	ENSOANG00000000837:1565	ENSGALG00000000917:1838
ENSG00000134242:3818	ENSPTRG00000001125:3601	ENSGGOG00000003849:2457	ENSPPYG00000001008:3607	ENSMMUG00000006786:3581	ENSMUSG00000027843:2740	ENSMODG00000000719:2524	ENSOANG00000002998:1299	ENSGALG00000021656:3198
ENSG00000154229:8831	ENSPTRG00000009557:8778	ENSGGOG00000015929:8742	ENSPPYG00000008557:1938	ENSMMUG00000018378:3015	ENSMUSG00000050965:8638	ENSMODG00000004147:2083	ENSOANG00000008060:1824	ENSGALG00000003943:4486
ENSG00000138459:4513	ENSPTRG00000015221:2940	ENSGGOG00000023704:2935	ENSPPYG00000013547:2850	ENSMMUG00000014236:2908	ENSMUSG00000022664:4281	ENSMODG00000018114:1284	ENSOANG00000005250:1365	ENSGALG00000015197:1794
ENSG00000163870:3210	ENSPTRG00000015344:1933	ENSGGOG00000010008:1932	ENSPPYG00000013444:1122	ENSMMUG00000000756:1846	ENSMUSG00000002871:2029	ENSMODG00000007864:711	ENSOANG00000003056:1095	ENSGALG00000006047:3899
ENSG00000149231:2573	ENSPTRG00000004198:2519	ENSGGOG00000016752:2437	ENSPPYG00000003795:1428	ENSMMUG00000007999:2433	ENSMUSG00000079084:4638	ENSMODG00000000097:1527	ENSOANG00000010497:1574	ENSGALG00000013489:1526
ENSG00000108474:1152	ENSPTRG00000008809:1140	ENSGGOG00000002753:1140	ENSPPYG00000008014:1108	ENSMMUG00000030296:765	ENSMUSG00000014245:2174	ENSMODG00000011208:786	ENSOANG00000012686:324	ENSGALG00000004492:747
ENSG00000182732:5639	ENSPTRG00000006504:1871	ENSGGOG00000007256:1443	ENSPPYG00000005962:2830	ENSMMUG00000001820:3139	ENSMUSG00000021219:1561	ENSMODG00000007000:1532	ENSOANG00000004085:1007	ENSGALG00000009368:2031
